AB_Species_ID,Sibley2_0ID,Species_Name,Common.name,Order,Family,Name_Plotting,Pacific,log10Mass,endemism,flightless,ground_nest,primary_diet,secondary_diet,Diet_vert,Diet_invert,Diet_fruit,Diet_nectar,Diet_seed,Diet_scav,Diet_plant,Height_watbelowsurface,Height_wataroundsurface,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_aerial,Nocturnal_cat,NumHabitats,LogFMR,LogPPR,IUCN_status,globally_extinct,global_histVic,global_preVic,Taxon.notes,Nest.notes,guild_ref
388,NA,"Porzana sp. H,I,J",,Gruiformes,Rallidae,"Porzana sp. H,I,J",y,1.828379769,2,1,1,o,o,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.29,3.43,EX,1,NA,1,,,boyer 2009
389,NA,Porzana sp. Large Kauai,,Gruiformes,Rallidae,Porzana sp. Kauai,y,2.062898789,1,1,1,i,i,1,7,0,0,1,0,1,0,0,10,0,0,0,0,0,1,2.45,3.59,EX,1,NA,1,,,boyer 2009
390,NA,Porzana sp. Small Kauai,,Gruiformes,Rallidae,Porzana sp. Kauai,y,1.971696948,1,1,1,i,i,1,7,0,0,1,0,1,0,0,10,0,0,0,0,0,1,2.39,3.53,EX,1,NA,1,,,boyer 2009
391,NA,Porzana sp. Maui,,Gruiformes,Rallidae,Porzana sp. Maui,y,2.240959527,1,1,1,i,i,1,7,0,0,1,0,1,0,0,10,0,0,0,0,0,1,2.58,3.72,EX,1,NA,1,,,boyer 2009
392,3896,Porzana tabuensis,Spotless Crake,Gruiformes,Rallidae,Porzana tabuensis,y,1.625694991,0,0,1,o,o,0,4,2,0,2,0,2,0,3,5,2,0,0,0,0,2,2.24,3.74,LC,0,0,NA,,,walter's
393,NA,Porzana undescr. sp A,,Gruiformes,Rallidae,Porzana sp A,y,1.77633791,2,1,1,o,o,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.25,3.39,EX,1,NA,1,,,boyer 2009
394,NA,Porzana undescr. sp D,,Gruiformes,Rallidae,Porzana sp D,y,1.77633791,2,1,1,o,o,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.25,3.39,EX,1,NA,1,,,boyer 2009
395,NA,Porzana undescr. sp G,,Gruiformes,Rallidae,Porzana sp G,y,1.176091259,2,1,1,o,o,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,1.82,2.96,EX,1,NA,1,,,boyer 2009
396,NA,Porzana undescr. sp I,,Gruiformes,Rallidae,Porzana sp I,y,1.947376457,2,1,1,o,o,1,7,0,0,1,0,1,0,0,10,0,0,0,0,0,1,2.37,3.51,EX,1,NA,1,,,boyer 2009
397,NA,Porzana ziegleri,,Gruiformes,Rallidae,Porzana ziegleri,y,1.68506259,2,1,1,i,i,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.18,3.33,EX,1,NA,1,,,boyer 2009
398,2042,Prosopeia personata,"Masked Shining-parrot, Masked Shining Parrot",Psittaciformes,Psittacidae,Prosopeia personata,y,2.214080118,1,0,0,f,f,0,2,3,0,3,0,2,0,0,0,3.33,3.33,3.33,0,0,1,2.37,2.52,NT,0,0,0,,,walter's
399,12429,Pseudonestor xanthophrys,Maui Parrotbill,Passeriformes,Fringillidae,Pseudonestor xanthophrys,y,1.344458954,2,0,0,f,f,0,9,0,1,0,0,0,0,0,0,2,8,2,0,0,1,1.94,2.91,CR,0,0,0,,,walter's
400,12423,Psittirostra psittacea,"Ou, 'o'u",Passeriformes,Fringillidae,Psittirostra psittacea,y,1.456695468,2,0,0,f,f,0,2,7,0,0,0,1,0,0,0,2,3,5,0,0,1,2.12,2.73,CR,0,0,0,,,walter's
401,NA,Psittirostra sp.,,Passeriformes,Fringillidae,NA,NA,NA,2,0,0,f,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,NA,1,,,NA
402,NA,Ptaiochen pau,,Anseriformes,Anatidae,Ptaiochen pau,y,3.513442359,3,1,1,h,h,0,2,0,0,0,0,8,0,0,10,0,0,0,0,0,1,3.12,3.69,EX,1,NA,1,,,boyer 2009
403,3588,Ptilinopus dupetithouarsii,"White-capped Fruit-dove, White-capped Fruit Dove",Columbiformes,Columbidae,Ptilinopus dupetithouarsii,y,1.997817597,1,0,0,f,f,0,0,10,0,0,0,0,0,0,0,0,6,4,0,0,1,2.26,2.46,LC,0,0,0,canopy frugivore,,walter's
404,3577,Ptilinopus greyii,"Red-bellied Fruit-dove, Red-bellied Fruit Dove",Columbiformes,Columbidae,Ptilinopus greyii,y,1.917404521,0,0,0,f,f,0,0,10,0,0,0,0,0,0,0,0,2,8,0,0,1,2.2,2.4,LC,0,0,0,canopy frugivore,,walter's
405,3599,Ptilinopus insolitus,"Knob-billed Fruit-dove, Knob-billed Fruit Dove",Columbiformes,Columbidae,Ptilinopus insolitus,y,2.135106427,0,0,0,f,f,0,0,10,0,0,0,0,0,0,0,0,6,4,0,0,1,2.36,2.56,LC,0,0,0,canopy frugivore,,walter's
406,3586,Ptilinopus insularis,"Henderson Fruit-dove, Henderson Island Fruit-dove, Scarlet-capped Fruit Dove",Columbiformes,Columbidae,Ptilinopus insularis,y,2.017033339,2,0,0,f,f,0,0,10,0,0,0,0,0,0,0,0,6,4,0,0,1,2.27,2.47,VU,0,0,0,canopy frugivore,,walter's
407,3604,Ptilinopus luteovirens,"Golden Dove, Golden Fruit Dove",Columbiformes,Columbidae,Ptilinopus luteovirens,y,1.668825418,1,0,0,f,f,0,1,9,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.02,2.22,LC,0,0,0,canopy frugivore,,walter's
408,NA,Ptilinopus mercierii,,Columbiformes,Columbidae,Ptilinopus mercierii,y,2.015126396,1,0,0,f,f,0,0,10,0,0,0,0,0,0,0,1,3,6,0,0,1,2.27,2.47,EX,1,1,0,canopy frugivore,,same as congener
409,3571,Ptilinopus perousii,"Many-coloured Fruit-dove, Many-colored Fruit-dove, Many-colored Fruit Dove",Columbiformes,Columbidae,Ptilinopus perousii,y,1.970811611,0,0,0,f,f,0,0,10,0,0,0,0,0,0,0,0,2,8,0,0,1,2.24,2.44,LC,0,0,0,canopy frugivore,,walter's
410,3579,Ptilinopus porphyraceus,"Purple-capped Fruit-dove, Crimson-crowned Fruit-dove, Crimson-crowned Fruit Dove",Columbiformes,Columbidae,Ptilinopus porphyraceus,y,2.021189299,0,0,0,f,f,0,0,10,0,0,0,0,0,0,0,0,6,4,0,0,1,2.27,2.47,LC,0,0,0,canopy frugivore,,walter's
411,NA,Ptilinopus (prob new sp) Tubuai,,Columbiformes,Columbidae,Ptilinopus sp Tubuai,y,1.833342427,2,0,0,f,f,0,0,10,0,0,0,0,0,0,0,1,3,6,0,0,1,2.14,2.34,EX,1,NA,1,canopy frugivore,,same as congener
412,3583,Ptilinopus purpuratus,"Grey-green Fruit-dove, Grey-green Fruit Dove",Columbiformes,Columbidae,Ptilinopus purpuratus,y,1.989232605,1,0,0,f,f,0,0,9,0,0,0,1,0,0,0,0,6,4,0,0,1,2.25,2.45,LC,0,0,0,canopy frugivore,,walter's
413,3581,Ptilinopus rarotongensis,"Cook Islands Fruit-dove, Lilac-crowned Fruit Dove",Columbiformes,Columbidae,Ptilinopus rarotongensis,y,2.073806462,1,0,0,f,f,0,1,9,0,0,0,0,0,0,0,0,6,4,0,0,1,2.31,2.51,VU,0,0,0,canopy frugivore,,walter's
414,3589,Ptilinopus rivoli,"White-bibbed Fruit-dove, White-bibbed Fruit Dove",Columbiformes,Columbidae,Ptilinopus rivoli,y,2.173186268,0,0,0,f,f,0,0,10,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.38,2.58,LC,0,0,0,canopy frugivore,,walter's
415,3576,Ptilinopus roseicapilla,"Mariana Fruit-dove, Mariana Fruit Dove",Columbiformes,Columbidae,Ptilinopus roseicapilla,y,1.956168431,1,0,0,f,f,0,0,9,0,0,0,1,0,0,0,2,2,6,0,0,1,2.23,2.43,EN,0,0,0,canopy frugivore,,walter's
416,3590,Ptilinopus solomonensis,"Yellow-bibbed Fruit-dove, Yellow-bibbed Fruit Dove",Columbiformes,Columbidae,Ptilinopus solomonensis,y,2.035358711,0,0,0,f,f,0,0,10,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.28,2.48,LC,0,0,0,canopy frugivore,,walter's
417,NA,Ptilinopus sp. small,,Columbiformes,Columbidae,Ptilinopus sp. small,y,1.884838052,0,0,0,f,f,0,0,10,0,0,0,0,0,0,0,1,3,6,0,0,1,2.18,2.38,EX,1,NA,1,canopy frugivore,,same as congener
418,3570,Ptilinopus superbus,"Superb Fruit-dove, Superb Fruit Dove",Columbiformes,Columbidae,Ptilinopus superbus,y,2.071882007,0,0,0,f,f,0,0,10,0,0,0,0,0,0,0,0,6,4,0,0,1,2.31,2.51,LC,0,0,0,canopy frugivore,,walter's
419,3567,Ptilinopus tannensis,"Tanna Fruit-dove, Tanna Fruit Dove",Columbiformes,Columbidae,Ptilinopus tannensis,y,2.318063335,1,0,0,f,f,0,0,10,0,0,0,0,0,0,0,0,2,8,0,0,1,2.49,2.69,NT,0,0,0,canopy frugivore,,walter's
420,3591,Ptilinopus viridis,"Claret-breasted Fruit-dove, Claret-breasted Fruit Dove",Columbiformes,Columbidae,Ptilinopus viridis,y,2.08278537,0,0,0,f,f,0,0,10,0,0,0,0,0,0,0,0,6,4,0,0,1,2.32,2.52,LC,0,0,0,canopy frugivore,,walter's
421,3805,Rallina tricolor,,Gruiformes,Rallidae,Rallina tricolor,y,2.250420002,0,0,1,o,o,3,5,0,0,2,0,0,0,5,5,0,0,0,0,0,1,2.59,3.9,LC,0,0,0,,,walter's
422,3407,Reinwardtoena browni,Pied Cuckoo-dove,Columbiformes,Columbidae,Reinwardtoena browni,y,2.482873584,0,0,0,f,f,0,0,10,0,0,0,0,0,0,5,0,3,2,0,0,1,2.6,2.8,LC,0,0,0,canopy-mid frugivore,,walter's
423,8401,Rhipidura cockerelli,White-winged Fantail,Passeriformes,Monarchidae,Rhipidura cockerelli,y,1.243038049,1,0,0,i,i,0,10,0,0,0,0,0,0,0,0,0,8,2,0,0,1,1.87,2.84,NT,0,0,0,,,walter's
424,8423,Rhipidura dahli,Bismarck Fantail,Passeriformes,Monarchidae,Rhipidura dahli,y,0.995635195,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,1.69,2.66,LC,0,0,0,,,walter's
425,NA,Rhipidura fulignosa,"Grey Fantail, New Zealand Fantail",Passeriformes,Monarchidae,Rhipidura fulignosa,y,0.903089987,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,5,5,0,0,0,1,1.63,2.6,LC,0,0,0,,,same as congener
426,8397,Rhipidura leucophrys,,Passeriformes,Monarchidae,Rhipidura leucophrys,y,1.438528382,0,0,0,i,i,2,7,0,0,1,0,0,0,0,0,0,5,3,2,0,1,2.01,2.98,LC,0,0,0,,,walter's
427,8427,Rhipidura rufifrons,Rufous Fantail,Passeriformes,Monarchidae,Rhipidura rufifrons,y,1.003615234,0,0,0,i,i,0,10,0,0,0,0,0,0,0,4,4,2,0,0,0,1,1.7,2.67,LC,0,0,0,,,walter's
428,8399,Rhipidura rufiventris,Northern Fantail,Passeriformes,Monarchidae,Rhipidura rufiventris,y,1.079181246,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,5,5,0,0,0,1,1.75,2.72,LC,0,0,0,,,walter's
429,8413,Rhipidura spilodera,,Passeriformes,Monarchidae,Rhipidura spilodera,y,1.11058971,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,2,6,2,0,0,1,1.77,2.75,LC,0,0,0,,,walter's
430,NA,Rhodacanthis flaviceps,,Passeriformes,Fringillidae,Rhodacanthis flaviceps,y,1.631748074,2,0,0,g,g,0,0,0,0,10,0,0,0,0,0,3.33,3.33,3.33,0,0,1,1.96,2.08,EX,1,1,0,,,birds of north america
431,NA,Rhodacanthis forfex,,Passeriformes,Fringillidae,Rhodacanthis forfex,y,1.579783597,2,0,0,g,g,0,0,0,0,10,0,0,0,0,0,3.33,3.33,3.33,0,0,1,1.92,2.05,EX,1,NA,1,,,birds of north america
432,NA,Rhodacanthis litotes,,Passeriformes,Fringillidae,Rhodacanthis litotes,y,1.449940989,2,0,0,g,g,0,0,0,0,10,0,0,0,0,0,3.33,3.33,3.33,0,0,1,1.83,1.95,EX,1,NA,1,,,birds of north america
433,NA,Rhodacanthis palmeri,,Passeriformes,Fringillidae,Rhodacanthis palmeri,y,1.694166296,2,0,0,g,g,0,2,0,0,8,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2,2.47,EX,1,1,0,,,birds of north america
434,3776,Rhynochetos jubatus,Kagu,Gruiformes,Rhynochetidae,Rhynochetos jubatus,y,2.934498451,3,1,1,c,i,3,4,0,0,0,3,0,0,0,10,0,0,0,0,0,1,3.07,4.51,EN,0,0,0,,,walter's
435,NA,Rhynochetos orarius,,Gruiformes,Rhynochetidae,Rhynochetos orarius,y,3.10954849,3,1,1,c,i,3,7,0,0,0,0,0,0,0,10,0,0,0,0,0,1,3.2,4.64,EX,1,NA,1,,,same as congener
436,9339,Saxicola caprata,"Pied Bushchat, Pied Bush Chat, Pied Stonechat",Passeriformes,Muscicapidae,Saxicola caprata,y,1.181843588,0,0,0,i,i,0,9,1,0,0,0,0,0,0,8,1,1,0,0,0,1,1.83,2.8,LC,0,0,0,,,walter's
437,NA,Sylviornis neocaledoniae,,Galliformes,Sylviornithidae,Sylviornis neocaledoniae,y,4.602059991,3,1,1,o,o,2,3,2,0,1,0,2,0,0,10,0,0,0,0,0,1,4.36,5.6,EX,1,NA,1,,,boyer 2009
438,12422,Telespiza cantans,Laysan Finch,Passeriformes,Fringillidae,Telespiza cantans,y,1.522207157,2,0,0,g,g,1,1,1,0,3,0,4,0,0,6,3,1,0,0,0,1,2.16,3.13,VU,0,0,0,,,walter's
439,NA,Telespiza persecutrix,,Passeriformes,Fringillidae,Telespiza persecutrix,y,1.35755372,2,0,0,g,g,1,1,1,0,5,0,2,0,0,6,3,1,0,0,0,1,2.05,3.01,EX,1,NA,1,,,same as congener
440,12421,Telespiza ultima,Nihoa Finch,Passeriformes,Fringillidae,Telespiza ultima,y,1.384688663,2,0,0,g,g,1,2,2,0,3,0,2,0,0,6,3,1,0,0,0,1,2.07,3.03,CR,0,0,0,,,walter's
441,NA,Telespiza ypsilon,,Passeriformes,Fringillidae,Telespiza ypsilon,y,1.28510703,2,0,0,g,g,1,1,1,0,5,0,2,0,0,6,3,1,0,0,0,1,2,2.96,EX,1,NA,1,,,same as congener
442,NA,Thambetochen chauliodous,,Anseriformes,Anatidae,Thambetochen chauliodous,y,3.782704937,2,1,1,h,h,0,2,0,0,0,0,8,0,0,10,0,0,0,0,0,1,3.31,3.88,EX,1,NA,1,toothed moa nalo,scrape on ground,boyer 2009
443,NA,Thambetochen xanion,,Anseriformes,Anatidae,Thambetochen xanion,y,3.608987145,3,1,1,h,h,0,2,0,0,0,0,8,0,0,10,0,0,0,0,0,1,3.19,3.76,EX,1,NA,1,toothed moa nalo,scrape on ground,boyer 2009
444,NA,Tongoenas ingens,,Columbiformes,Columbidae,Tongoenas ingens,y,3.033101783,2,0,0,f,f,0,0,10,0,0,0,0,0,0,6,2,2,0,0,0,1,2.99,3.19,EX,1,NA,1,ground-mid frugivore,,boyer 2009
445,11028,Trichocichla rufa,"Long-legged Thicketbird, Long-legged Warbler",Passeriformes,Sylviidae,Trichocichla rufa,y,1.414973348,1,0,0,i,i,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1.99,2.96,EN,0,0,0,,,walter's
446,1959,Trichoglossus haematodus,,Psittaciformes,Psittacidae,Trichoglossus haematodus,y,2.054064343,0,0,0,n,f/g,0,0,3,4,3,0,0,0,0,0,4,4,2,0,0,1,2.54,2.67,LC,0,0,0,,,walter's
447,8942,Turdus poliocephalus,Island Thrush,Passeriformes,Turdidae,Turdus poliocephalus,y,1.789662624,0,0,0,i,i,1,3,3,0,2,1,0,0,0,3,3,2,2,0,0,1,2.26,3.1,LC,0,0,0,,,walter's
448,NA,Turnix [varia] novaehollandiae,"Painted Buttonquail, Painted Button-quail",Gruiformes,Turnicidae,Turnix [varia] novaehollandiae,y,1.944482672,0,0,1,o,o,0,3,0,0,7,0,0,0,0,10,0,0,0,0,0,1,2.18,2.75,LC,0,0,0,,,same as congener
449,2878,Tyto alba,Barn Owl,Strigiformes,Tytonidae,Tyto alba,y,2.605657677,0,0,0,c,c,9,1,0,0,0,0,0,0,0,9,1,0,0,0,1,1,2.84,4.68,LC,0,0,NA,colonized after rats; excluded from pre analysis,,walter's
450,NA,Tyto letocarti,,Strigiformes,Tytonidae,Tyto letocarti,y,2.853314746,0,0,0,c,c,10,0,0,0,0,0,0,0,0,7,3,0,0,0,1,1,3.02,4.86,EX,1,NA,1,,,same as congener
451,2885,Tyto longimembris,Eastern Grass-owl,Strigiformes,Tytonidae,Tyto longimembris,y,2.547159121,0,0,0,c,c,10,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,2.8,4.64,LC,0,0,0,,,walter's
452,NA,Tyto sp. LARGE,,Strigiformes,Tytonidae,Tyto sp. Lg,y,3.00966076,2,0,0,c,c,10,0,0,0,0,0,0,0,0,7,3,0,0,0,1,1,3.13,4.97,EX,1,NA,1,,,same as congener
453,NA,Tyto sp. small,,Strigiformes,Tytonidae,Tyto sp. small,y,2.814228243,2,0,0,c,c,10,0,0,0,0,0,0,0,0,7,3,0,0,0,1,1,2.99,4.83,EX,1,NA,1,,,same as congener
454,NA,Vangulifer mirandus,,Passeriformes,Fringillidae,Vangulifer mirandus,y,1.335056519,2,0,0,i,i,0,10,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,1.93,2.9,EX,1,NA,1,,,"James & Olson, 1991"
455,NA,Vangulifer neophasis,,Passeriformes,Fringillidae,Vangulifer neophasis,y,1.382557322,2,0,0,i,i,0,10,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,1.97,2.94,EX,1,NA,1,,,"James & Olson, 1991"
456,12452,Vestiaria coccinea,"Iiwi, 'i'iwi",Passeriformes,Fringillidae,Vestiaria coccinea,y,1.260784774,2,0,0,n,n,0,2,0,8,0,0,0,0,0,0,3,3,4,0,0,1,1.98,2.53,NT,0,0,0,,,walter's
457,1976,Vini australis,Blue-crowned Lorikeet,Psittaciformes,Psittacidae,Vini australis,y,1.74036269,0,0,0,n,f/g,0,0,5,5,0,0,0,0,0,0,0,6,4,0,0,1,2.32,2.41,LC,0,0,0,,,walter's
458,1977,Vini kuhlii,"Rimitara Lorikeet, Kuhl's Lorikeet",Psittaciformes,Psittacidae,Vini kuhlii,y,1.74036269,1,0,0,n,f/g,0,0,3,2,0,0,5,0,0,0,4,4,2,0,0,1,2.32,2.45,EN,0,0,0,,,walter's
459,1979,Vini peruviana,"Blue Lorikeet, Tahitian Lorikeet, Violet Lorikeet",Psittaciformes,Psittacidae,Vini peruviana,y,1.462397998,1,0,0,n,f/g,0,0,2,7,0,0,1,0,0,0,0,3,7,0,0,1,2.12,2.25,VU,0,0,0,,,walter's
460,NA,Vini sinotoi,,Psittaciformes,Psittacidae,Vini sinotoi,y,2.317684885,0,0,0,n,f/g,0,0,3,6,0,0,1,0,0,0,1,4,5,0,0,1,2.73,2.86,EX,1,NA,1,,,same as congener
461,NA,Vini solitarius,,Psittaciformes,Psittacidae,Vini solitarius,y,2.115014127,0,0,0,n,f/g,0,0,3,6,0,0,1,0,0,0,1,4,5,0,0,1,2.59,2.72,LC,0,0,0,aka Phigys solitarius,,same as congener
462,1978,Vini stepheni,"Henderson Lorikeet, Stephen's Lorikeet",Psittaciformes,Psittacidae,Vini stepheni,y,1.74036269,2,0,0,n,f/g,0,2,3,5,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.32,2.41,VU,0,0,0,,,walter's
463,1980,Vini ultramarina,"Ultramarine Lorikeet, Ultramarine Lory",Psittaciformes,Psittacidae,Vini ultramarina,y,1.602059991,1,0,0,n,f/g,0,0,2,7,0,0,1,0,0,0,0,4,6,0,0,1,2.22,2.35,EN,0,0,0,,,walter's
464,NA,Vini vidivici,,Psittaciformes,Psittacidae,Vini vidivici,y,2.119700758,0,0,0,n,f/g,0,0,3,6,0,0,1,0,0,0,1,4,5,0,0,1,2.59,2.72,EX,1,NA,1,,,same as congener
465,NA,Vitirallus watlingi,,Gruiformes,Rallidae,Vitirallus watlingi,y,2.857657691,3,1,1,o,o,2,3,1,0,2,1,1,0,0,10,0,0,0,0,0,1,3.11,4.5,EX,1,NA,1,,,boyer 2009
466,NA,Xestospiza conica,,Passeriformes,Fringillidae,Xestospiza conica,y,1.398428232,2,0,0,g,g,0,2,2,0,6,0,0,0,0,0,5,3,2,0,0,1,1.79,2.27,EX,1,NA,1,,,boyer 2009
467,NA,Xestospiza fastigialis,,Passeriformes,Fringillidae,Xestospiza fastigialis,y,1.394953876,2,0,0,g,g,0,2,2,0,6,0,0,0,0,0,5,3,2,0,0,1,1.79,2.26,EX,1,NA,1,,,boyer 2009
468,NA,Zosteropidae undescr. sp,,Passeriformes,Zosteropidae,Zosteropidae sp,y,1.01911629,1,0,0,i,n,0,4,2,3,0,0,1,0,0,0,5,4,1,0,0,1,1.81,2.47,EX,1,NA,1,,,same as congener
469,10584,Zosterops conspicillatus,Bridled White-eye,Passeriformes,Zosteropidae,Zosterops conspicillatus,y,0.897627091,1,0,0,i,n,0,2,2,2,2,0,2,0,0,0,6,4,0,0,0,1,1.72,2.38,EN,0,0,0,,,walter's
470,10645,Zosterops explorator,"Layard's White-eye, Fiji White-eye",Passeriformes,Zosteropidae,Zosterops explorator,y,1.021189299,1,0,0,i,n,0,8,2,0,0,0,0,0,0,0,5,5,0,0,0,1,1.81,2.47,LC,0,0,0,,,walter's
471,10646,Zosterops flavifrons,"Yellow-fronted White-eye, Vanuatu White-eye",Passeriformes,Zosteropidae,Zosterops flavifrons,y,1.029383778,1,0,0,i,n,0,3,2,2,2,0,1,0,0,1,3,3,3,0,0,1,1.81,2.48,LC,0,0,0,,,walter's
472,10614,Zosterops hypoxanthus,"Black-headed White-eye, Bismarck White-eye",Passeriformes,Zosteropidae,Zosterops hypoxanthus,y,1.096910013,0,0,0,i,n,0,3,3,0,4,0,0,0,0,0,5,5,0,0,0,1,1.86,2.34,LC,0,0,0,,,walter's
473,10644,Zosterops inornatus,"Large Lifu White-eye, Forest White-eye",Passeriformes,Zosteropidae,Zosterops inornatus,y,1.024151069,2,0,0,i,n,0,4,2,3,0,0,1,0,0,0,5,5,0,0,0,1,1.81,2.47,LC,0,0,0,,,walter's
474,10634,Zosterops lateralis,,Passeriformes,Zosteropidae,Zosterops lateralis,y,1.103153493,0,0,0,i,n,0,4,3,2,0,0,1,0,0,1,5,2,2,0,0,1,1.87,2.53,LC,0,0,0,,,walter's
475,10629,Zosterops metcalfii,Yellow-throated White-eye,Passeriformes,Zosteropidae,Zosterops metcalfii,y,1.146128036,1,0,0,i,n,0,7,3,0,0,0,0,0,0,0,2,6,2,0,0,1,1.9,2.37,LC,0,0,0,,,walter's
476,5660,Acanthisitta chloris,rifleman,Passeriformes,Acanthisittidae,Acanthisitta chloris,y,0.840077071,1,0,0,i,,0,9,1,0,0,0,0,0,0,2,6,2,0,0,0,1,1.58,2.55,LC,0,0,0,,,walter's
477,NA,Aegotheles novaezealandiae,new zealand owlet-nightjar,Caprimulgiformes,Aegothelidae,Aegotheles novaezealandiae,y,2.243038049,1,0,NA,I,,0,10,0,0,0,0,0,0,0,6,3,1,0,0,1,1,2.58,3.55,EX,1,1,0,,,boyer 2009
478,702,Anas chlorotis,Brown teal,Anseriformes,Anatidae,Anas chlorotis,y,2.698181522,1,0,1,i,h,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,2,2.9,3.87,EN,0,0,0,,,walter's
479,NA,Anomalopteryx didiformis,little bush moa,Dinornithiformes,Emeidae,Anomalopteryx didiformis,y,4.544068044,2,1,1,h,browse,0,2,0,0,0,0,8,0,0,9,1,0,0,0,0,0,3.86,4.42,EX,1,NA,1,,,"worthy & holdaway, 2002"
480,NA,Anthornis melanocephala,chatham island bellbird,Passeriformes,Pardalotidae,Anthornis melanocephala,y,1.579783597,2,0,NA,,,0,4,3,3,0,0,0,0,0,0,4,6,0,0,0,1,2.2,2.86,EX,1,1,0,,,same as congener
481,7483,Anthornis melanura,"New Zealand Bellbird, Bellbird",Passeriformes,Meliphagidae,Anthornis melanura,y,1.430025189,1,0,0,n,i,0,2,2,6,0,0,0,0,0,0,4,6,0,0,0,1,2.1,2.75,LC,0,0,0,,,walter's
482,NA,Anthus chathamensis,Chatham island pipit,Passeriformes,Motacillidae,NA,NA,NA,2,0,0,i,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,,,NA
483,11854,Anthus novaeseelandiae,"Australasian Pipit, New Zealand Pipit, Richard's Pipit",Passeriformes,Motacillidae,Anthus novaeseelandiae,y,1.381584604,1,0,0,i,,0,7,0,0,3,0,0,0,0,7,2,1,0,0,0,1,1.97,2.94,LC,0,0,0,,,walter's
484,NA,Aplonis fusca,Norfolk Starling,Passeriformes,sturnidae,Aplonis fusca,y,1.903089987,2,0,0,i,,0,3,7,0,0,0,0,0,0,0,5,5,0,0,0,1,2.19,2.78,EX,1,1,0,,,same as congener
485,55,Apteryx australis,Southern Brown Kiwi,Apterygiformes,Apterygidae,Apteryx australis,y,3.365584789,2,1,1,i,i,0,8,1,0,0,0,1,0,0,10,0,0,0,0,1,1,3.38,4.35,VU,0,0,0,,,walter's
486,58,Apteryx haastii,Great Spotted Kiwi,Apterygiformes,Apterygidae,Apteryx haastii,y,3.305928328,2,1,1,i,i,0,10,0,0,0,0,0,0,0,8,2,0,0,0,1,1,3.34,4.31,VU,0,0,0,,,walter's
487,57,Apteryx owenii,Little Spotted Kiwi,Apterygiformes,Apterygidae,Apteryx owenii,y,3.092825605,2,1,1,i,i,0,8,1,0,0,0,1,0,0,8,2,0,0,0,1,1,3.19,4.16,NT,0,0,0,extinct in wild,,walter's
488,NA,Aptornis defossor,south island adzebill,Gruiformes,Rallidae,Aptornis defossor,y,4.278753601,2,1,1,c,,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,4.03,5.87,EX,1,NA,1,,,"worthy & holdaway, 2002"
489,NA,Aptornis otidiformis,northi island adzebill,Gruiformes,Rallidae,Aptornis otidiformis,y,4.204119983,2,1,1,c,,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,3.98,5.82,EX,1,NA,1,,,"worthy & holdaway, 2002"
490,NA,Biziura delautouri,new zealand musk duck,Anseriformes,Anatidae,Biziura delautouri,y,3.33243846,1,0,1,aqu,,0,7,0,0,0,0,3,7,3,0,0,0,0,0,0,1,3.36,4.21,EX,1,NA,1,,,"Worthy & Holdaway, 2002"
491,11014,Bowdleria punctata,"New Zealand Fernbird, Fernbird",Passeriformes,Sylviidae,Bowdleria punctata,y,1.400907584,1,0,NA,i,,0,10,0,0,0,0,0,0,0,5,5,0,0,0,0,1,1.98,2.95,LC,0,0,0,,,walter's
492,NA,Bowdleria rufescens,chatham island fernbird,Passeriformes,Muscicapidae,Bowdleria rufescens,y,1.591064607,2,0,NA,I,,0,10,0,0,0,0,0,0,0,5,5,0,0,0,0,1,2.12,3.09,EX,1,1,0,,,same as congener
493,NA,Cabalus modestus,Hutton's rail,Gruiformes,Rallidae,NA,NA,NA,3,1,1,I,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,0,,,NA
