Species_Name,Family,Common_name,Taxonomy.notes,Body mass (g),Diet_invert,Diet_vert,Diet_scav,Diet_fruit,Diet_nectar,Diet_seed,Diet_plant,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_watbelowsurface,Height_wataroundsurface,Height_aerial,Nocturnal_cat,guild_ref,mass reference
Pandion haliaetus,Pandionidae,,,1600,0,10,0,0,0,0,0,0,0,0,0,2,8,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Geranoaetus melanoleucus,Accipitridae,BLACK-CHESTED BUZZARD-EAGLE,,2252,0,10,0,0,0,0,0,10,0,0,0,0,0,0,1,jetz,Dunning
Tyto pollens,,Giant Bahamas Owl,EXTINCT,2256,0,10,0,0,0,0,0,9,1,0,0,0,0,0,1,Boyer,estimated allometrically from femur width at midshaft of 8.5 mm
Cairina moschata,Anatidae,MUSCOVY DUCK,,2915,3,2,0,0,0,2,3,2,0,0,0,0,8,0,0,jetz,Dunning
Grus canadensis,Gruidae,,,3550,3,3,0,0,0,4,0,5,0,0,0,0,5,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Pavo cristatus,Phasianidae,INDIAN PEAFOWL,,3622,3,1,0,0,0,4,2,10,0,0,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Aquila borrasi,,,EXTINCT; Buteogallus borrasi,5000,5,5,0,0,0,0,0,9,0,0,0,0,1,0,0,Boyer,estimated allometrically from femur width at midshaft of 13.2 mm and tarsometararsus width at midshaft of 11 mm
Amplibuteo woodwardi,,,EXTINCT,5183,0,9,1,0,0,0,0,10,0,0,0,0,0,0,0,Boyer,estimated allometrically from femur width at midshaft of 12.6 mm and tarsometararsus width at midshaft of 11.3 mm
Titanohierax gloveralleni,,,EXTNCT,6424,0,9,1,0,0,0,0,10,0,0,0,0,0,0,0,Boyer,estimated allometrically from tarsometatarsus width at midshaft of 13.3 mm; Burness et al 2001 (PNAS) estimates it at 7.3 - 7.6 kg
Gigantohierax suarezi,,,EXTINCT,13000,0,8,2,0,0,0,0,10,0,0,0,0,0,0,0,Boyer,estimated allometrically from tarsometatarsus width at midshaft of 18.4 mm; similar in size to the giant Haast's eagle of New Zealand
Bathoceleus hyphalus,,,EXTINCT; primitive woodpecker,NA,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,Boyer,
Scolopax new sp.,,,EXTINCT,NA,10,0,0,0,0,0,0,10,0,0,0,0,0,0,1,Boyer,
